日期,版本,事件Id,事件名称,消息数量,独立用户数
2020-12-10,null,User.topRightMenu,我的.右上角菜单,3,2
2020-12-10,null,Wenku.onSelect,文库.选择,3,3
2020-12-10,null,Home.doUpdateCollection,首页.管理收藏,3,2
2020-12-10,null,Works.onOrderSelect,作品.排序选择,3,3
2020-12-10,null,TIndex.bonusWeek,小圣杯.每周分红,3,3
2020-12-10,null,Blog.scrollTo,日志.楼层跳转,3,2
2020-12-10,null,Setting.clear,设置.清除缓存,3,3
2020-12-10,null,Voices.to,角色.跳转,3,2
2020-12-10,null,TRich.tabsChange,番市首富.标签页切换,3,2
2020-12-10,null,Calendar.switchLayout,每日放送.切换布局,3,2
2020-12-10,null,ServerStatus.pingAll,网络探针.全部检测,3,3
2020-12-10,null,TIndex.bonusHoliday,小圣杯.节日福利,3,3
2020-12-10,null,Mine.to,我的小组.跳转,3,1
2020-12-10,null,ServerStatus.pingOne,网络探针.检测,3,1
2020-12-10,null,TIndex.authFail,小圣杯.授权失败,3,3
2020-12-10,null,TSacrifice.rate,资产重组.股息查看,4,2
2020-12-10,null,Subject.readNoval,条目.阅读轻小说,4,1
2020-12-10,null,TCharaAssets.doBatchSacrifice,我的持仓.批量献祭,4,2
2020-12-10,null,Rank.onMonthSelect,排行榜.月选择,4,2
2020-12-10,null,Topic.toggleReverseComments,帖子.吐槽倒序,4,2
2020-12-10,null,TTree.refresh,资产分析.刷新,4,4
2020-12-10,null,CatalogDetail.doCollect,目录详情.收藏,4,4
2020-12-10,null,TTopWeek.refresh,每周萌王.刷新,4,1
2020-12-10,null,Topic.doTranslate,帖子.翻译内容,4,4
2020-12-10,null,UserSetting.origin,个人设置.查看原图,4,2
2020-12-10,null,Browser.onMonthSelect,索引.月选择,4,2
2020-12-10,null,Login.onSelect,登陆.切换域名,4,3
2020-12-10,null,TCharaAssets.doBatchAsk,我的持仓.批量挂单,4,3
2020-12-10,null,TRich.to,番市首富.跳转,4,3
2020-12-10,null,Rating.toggleFilter,用户评分.切换类型,4,3
2020-12-10,null,Rank.onFilterSelect,排行榜.筛选选择,5,4
2020-12-10,null,TTree.onCaculateTypeSelect,资产分析.选择计算类型,5,2
2020-12-10,null,Voices.onFilterSelect,角色.职位选择,5,2
2020-12-10,null,Rakuen.onExtraSelect,超展开.项额外点击,5,1
2020-12-10,null,TTopWeek.to,每周萌王.跳转,5,2
2020-12-10,null,Anime.scrollToTop,Anime.到顶,5,2
2020-12-10,null,Zone.topRightMenu,空间.右上角菜单,5,4
2020-12-10,null,TAdvanceBid.to,买一推荐.跳转,5,2
2020-12-10,null,Browser.onSelect,索引.类型选择,5,4
2020-12-10,null,Wenku.to,文库.跳转,6,3
2020-12-10,null,TAdvanceSacrifice.to,献祭推荐.跳转,6,2
2020-12-10,null,Comic.searchImages,漫画.搜索图片,6,4
2020-12-10,null,TOverview.tabsChange,热门榜单.标签页切换,6,2
2020-12-10,null,TSearch.to,人物直达.跳转,6,4
2020-12-10,null,Rakuen.topRightMenu,超展开.右上角菜单,6,3
2020-12-10,null,Subject.doUpdateNext,条目.更新书籍下一个章节,6,4
2020-12-10,null,Home.showManageModal,首页.显示收藏管理,6,3
2020-12-10,null,TSacrifice.toggleLogs,资产重组.展开收起记录,6,2
2020-12-10,null,Episodes.to,章节.跳转,7,3
2020-12-10,null,TSearch.doSearch,人物直达.搜索,7,5
2020-12-10,null,UserTimeline.mosaicTilePress,时间线.点击瓷砖,7,1
2020-12-10,null,Zone.toggleSection,空间.展开分组,7,3
2020-12-10,null,RakuenSearch.to,帖子搜索.跳转,7,1
2020-12-10,null,Rank.onTypeSelect,排行榜.类型选择,7,5
2020-12-10,null,Tag.onAirdateSelect,用户标签.年选择,8,3
2020-12-10,null,Timeline.onSelectScope,时间胶囊.切换类型,8,2
2020-12-10,null,TICODeal.to,ICO交易.跳转,8,4
2020-12-10,null,Works.toggleList,作品.切换布局,8,1
2020-12-10,null,Topic.doReply,帖子.回复,8,3
2020-12-10,null,TCharaAssets.topRightMenu,我的持仓.右上角菜单,8,5
2020-12-10,null,Subject.doTranslate,条目.翻译简介,9,3
2020-12-10,null,Home.doUpdateNext,首页.更新书籍下一个章节,9,3
2020-12-10,null,Rank.prev,排行榜.上一页,9,6
2020-12-10,null,Search.onLegacySelect,搜索.切换细分类型,9,8
2020-12-10,null,Catalog.to,目录.跳转,9,3
2020-12-10,null,LoginV1.onOtherPage,授权登陆.乱逛,9,3
2020-12-10,null,Mono.doCollect,人物.收藏人物,10,4
2020-12-10,null,Comic.onSearch,漫画.搜索,10,2
2020-12-10,null,Catalog.toggleType,目录.切换类型,11,4
2020-12-10,null,Tag.toggleList,用户标签.切换布局,11,4
2020-12-10,null,TLogs.tabsChange,资金日志.标签页切换,11,5
2020-12-10,null,TCharaAssets.onSortPress,我的持仓.排序,11,4
2020-12-10,null,Group.next,小组.下一页,11,2
2020-12-10,null,Subject.doEpsLongPress,条目.章节按钮长按,12,2
2020-12-10,null,Login.onTour,登陆.游客访问,12,9
2020-12-10,null,Works.onFilterSelect,作品.职位选择,12,6
2020-12-10,null,Subject.doUpdateBookEp,条目.更新书籍章节,13,9
2020-12-10,null,Rating.tabsChange,用户评分.标签页切换,13,4
2020-12-10,null,Comic.searchEps,漫画.搜索章节,13,4
2020-12-10,null,Comic.init,漫画.初始化,13,6
2020-12-10,null,TICO.tabsChange,ICO.标签页切换,13,6
2020-12-10,null,DiscoveryBlog.to,全站日志.跳转,13,3
2020-12-10,null,TIndex.test,小圣杯.预测股息,14,11
2020-12-10,null,User.onFilterSelect,我的.筛选选择,14,2
2020-12-10,null,Timeline.tabsChange,时间胶囊.标签页切换,14,6
2020-12-10,null,TAdvanceAsk.to,卖一推荐.跳转,14,4
2020-12-10,null,Subject.toggleReverseEps,条目.章节倒序,14,3
2020-12-10,null,Browser.to,索引.跳转,15,8
2020-12-10,null,DiscoveryBlog.next,全站日志.下一页,15,3
2020-12-10,null,TIndex.authSuccess,小圣杯.授权成功,15,11
2020-12-10,null,Mono.imageView,人物.封面图查看,15,9
2020-12-10,null,Character.tabsChange,收藏的人物.标签页切换,15,6
2020-12-10,null,DiscoveryBlog.tabsChange,全站日志.标签页切换,16,5
2020-12-10,null,Rank.onAirdateSelect,排行榜.年选择,16,7
2020-12-10,null,LoginV1.onLogin,授权登陆.登陆,16,6
2020-12-10,null,TOverview.to,热门榜单.跳转,17,4
2020-12-10,null,TBid.tabsChange,我的委托.标签页切换,17,4
2020-12-10,null,Other.theme,其他.切换主题,18,7
2020-12-10,null,Calendar.to,每日放送.跳转,18,6
2020-12-10,null,Notify.clear,电波提醒.清除,18,12
2020-12-10,null,User.onSelectSubjectType,我的.类型选择,18,10
2020-12-10,null,Zone.to,空间.跳转,18,6
2020-12-10,null,TSacrifice.to,资产重组.跳转,18,7
2020-12-10,null,RakuenSearch.doSearch,帖子搜索.搜索,19,4
2020-12-10,null,TDeal.doCancelAll,交易.一键取消挂单,20,8
2020-12-10,null,TSacrifice.changeAmountByMenu,资产重组.菜单改变竞拍数量,21,6
2020-12-10,null,Notify.to,电波提醒.跳转,21,7
2020-12-10,null,Login.to,登陆.跳转,22,11
2020-12-10,null,TIndex.bonusDaily,小圣杯.每日签到,22,16
2020-12-10,null,Subject.doEraseCollection,条目.删除收藏,23,7
2020-12-10,null,TSacrifice.doAuction,资产重组.竞拍,23,12
2020-12-10,null,TDeal.showTime,交易.显示时间,24,7
2020-12-10,null,TICODeal.doSubmit,ICO交易.注资,26,6
2020-12-10,null,TAdvance.to,高级分析.跳转,27,9
2020-12-10,null,TDeal.switchIsIce,交易.切换冰山,27,6
2020-12-10,null,TBid.onSortPress,我的委托.排序,30,5
2020-12-10,null,User.onOrderSelect,我的.排序选择,31,7
2020-12-10,null,TBid.to,我的委托.跳转,31,14
2020-12-10,null,Catalog.next,目录.下一页,31,7
2020-12-10,null,Anime.onSelect,Anime.选择,32,10
2020-12-10,null,Login.onError,登陆.错误,32,14
2020-12-10,null,TSacrifice.doSacrifice,资产重组.资产重组,34,11
2020-12-10,null,Topic.scrollTo,帖子.楼层跳转,34,10
2020-12-10,null,Tags.to,标签索引.跳转,36,6
2020-12-10,null,Tag.onOrderSelect,用户标签.排序选择,37,11
2020-12-10,null,Search.selectHistory,搜索.选择历史,37,26
2020-12-10,null,TCharaAssets.tabsChange,我的持仓.标签页切换,37,11
2020-12-10,null,Rakuen.tabsChange,超展开.标签页切换,38,11
2020-12-10,null,Subject.searchEp,条目.搜索源,39,12
2020-12-10,null,TDeal.doCancel,交易.取消挂单,43,10
2020-12-10,null,Search.deleteHistory,搜索.删除历史,43,8
2020-12-10,null,TICO.to,ICO.跳转,46,10
2020-12-10,null,Setting.to,设置.跳转,46,15
2020-12-10,null,Home.doEpsSelect,首页.章节菜单操作,47,18
2020-12-10,null,Home.itemToggleExpand,首页.展开或收起条目,48,15
2020-12-10,null,Setting.switch,设置.切换,50,7
2020-12-10,null,Search.onSelect,搜索.切换类型,51,29
2020-12-10,null,Timeline.to,时间胶囊.跳转,52,20
2020-12-10,null,Login.onSuccess,登陆.成功,54,52
2020-12-10,null,Group.to,小组.跳转,55,4
2020-12-10,null,User.toggleList,我的.布局选择,56,6
2020-12-10,null,Home.doWatchedNextEp,首页.观看下一章节,59,17
2020-12-10,null,Zone.tabsChange,空间.标签页切换,63,13
2020-12-10,null,Characters.to,更多角色.跳转,70,8
2020-12-10,null,TDeal.toggleType,交易.切换买卖类型,79,19
2020-12-10,null,Rank.next,排行榜.下一页,85,11
2020-12-10,null,Works.to,作品.跳转,91,15
2020-12-10,null,Login.onLogin,登陆.登陆,91,56
2020-12-10,null,Mono.to,人物.跳转,92,30
2020-12-10,null,TItems.use,我的道具.使用,94,21
2020-12-10,null,TLogs.to,资金日志.跳转,94,17
2020-12-10,null,Anime.to,Anime.跳转,95,9
2020-12-10,null,Subject.imageView,条目.封面图查看,100,23
2020-12-10,null,Home.selectGirdSubject,首页.格子布局条目选择,100,4
2020-12-10,null,Subject.doUpdateSubjectEp,条目.输入框更新章节,102,11
2020-12-10,null,Topic.to,帖子.跳转,107,26
2020-12-10,null,Rank.to,排行榜.跳转,112,18
2020-12-10,null,Subject.doEpsSelect,条目.章节菜单操作,120,39
2020-12-10,null,TDeal.to,交易.跳转,136,24
2020-12-10,null,Home.tabsChange,首页.标签页切换,140,44
2020-12-10,null,TDeal.doSubmit,交易.挂单,166,32
2020-12-10,null,User.to,我的.跳转,182,38
2020-12-10,null,TCharaAssets.to,我的持仓.跳转,193,27
2020-12-10,null,TIndex.lottery,小圣杯.刮刮乐,208,36
2020-12-10,null,Rakuen.to,超展开.跳转,223,40
2020-12-10,null,Subject.changeText,条目.书籍章节输入框改变,307,12
2020-12-10,null,Search.to,搜索.跳转,320,99
2020-12-10,null,Discovery.to,发现.跳转,335,93
2020-12-10,null,TIndex.to,小圣杯.跳转,343,50
2020-12-10,null,Tag.to,用户标签.跳转,354,21
2020-12-10,null,User.tabsChange,我的.标签页切换,421,41
2020-12-10,null,Search.doSearch,搜索.搜索,477,99
2020-12-10,null,Subject.doUpdateCollection,条目.管理收藏,492,64
2020-12-10,null,Home.to,首页.跳转,500,146
2020-12-10,null,Subject.showManageModel,条目.显示收藏管理,592,69
2020-12-10,null,Other.start,其他.启动,656,224
2020-12-10,null,Subject.to,条目.跳转,709,112
2020-12-10,null,Subject.view,条目.查看,1819,171
2020-12-10,null,Other.view,其他.查看,6020,232
2020-12-11,null,Zone.used,空间.历史,1,1
2020-12-11,null,Topic.setFavor,帖子.设置收藏,1,1
2020-12-11,null,Say.to,吐槽.跳转,1,1
2020-12-11,null,TNew.tabsChange,新番榜单.标签页切换,1,1
2020-12-11,null,DiscoveryBlog.tabsChange,全站日志.标签页切换,1,1
2020-12-11,null,User.topRightMenu,我的.右上角菜单,1,1
2020-12-11,null,Topic.doDeleteReply,帖子.删除回复,1,1
2020-12-11,null,Say.doSay,吐槽.新吐槽,1,1
2020-12-11,null,Browser.topRightMenu,索引.右上角菜单,1,1
2020-12-11,null,TSacrifice.toggleTemples,资产重组.展开收起圣殿板块,1,1
2020-12-11,null,Voices.to,角色.跳转,1,1
2020-12-11,null,TRelation.to,关联角色.跳转,1,1
2020-12-11,null,Topic.doTranslate,帖子.翻译内容,1,1
2020-12-11,null,Subject.doUpdateNext,条目.更新书籍下一个章节,1,1
2020-12-11,null,Group.imageView,小组.封面图查看,1,1
2020-12-11,null,Home.showManageModal,首页.显示收藏管理,1,1
2020-12-11,null,Subject.doEpsLongPress,条目.章节按钮长按,2,2
2020-12-11,null,TSacrifice.toggleUsers,资产重组.展开收起董事会,2,1
2020-12-11,null,Character.to,收藏的人物.跳转,2,2
2020-12-11,null,LoginV1.onSuccess,授权登陆.成功,2,2
2020-12-11,null,TNew.to,新番榜单.跳转,2,2
2020-12-11,null,Home.tabsPress,首页.标签页点击,2,1
2020-12-11,null,Login.onTips,登陆.配置提示,2,1
2020-12-11,null,Timeline.doDelete,时间胶囊.删除时间线,2,1
2020-12-11,null,Group.doJoin,小组.加入,2,2
2020-12-11,null,TIndex.bonusWeek,小圣杯.每周分红,2,2
2020-12-11,null,Assist.submit,辅助登陆.提交,2,2
2020-12-11,null,Group.topRightMenu,小组.右上角菜单,2,2
2020-12-11,null,CatalogDetail.doCollect,目录详情.收藏,2,2
2020-12-11,null,Friends.sort,好友.排序,2,1
2020-12-11,null,UserSetting.origin,个人设置.查看原图,2,2
2020-12-11,null,Catalog.next,目录.下一页,2,2
2020-12-11,null,Browser.onAirdateSelect,索引.年选择,2,2
2020-12-11,null,Catalog.prev,目录.上一页,2,1
2020-12-11,null,Mono.imageView,人物.封面图查看,2,2
2020-12-11,null,TAdvanceBid.to,买一推荐.跳转,2,1
2020-12-11,null,Browser.onSelect,索引.类型选择,2,2
2020-12-11,null,Rank.doSearch,排行榜.页码跳转,2,2
2020-12-11,null,Blog.to,日志.跳转,2,2
2020-12-11,null,TSacrifice.toggleLogs,资产重组.展开收起记录,2,1
2020-12-11,null,Tag.onAirdateSelect,用户标签.年选择,3,2
2020-12-11,null,TSacrifice.rate,资产重组.股息查看,3,1
2020-12-11,null,TSacrifice.imageView,资产重组.封面图查看,3,3
2020-12-11,null,Episodes.to,章节.跳转,3,2
2020-12-11,null,Catalog.toggleType,目录.切换类型,3,2
2020-12-11,null,TCharaAssets.doBatchSacrifice,我的持仓.批量献祭,3,3
2020-12-11,null,RakuenSearch.selectHistory,帖子搜索.选择历史,3,2
2020-12-11,null,Mono.topRightMenu,人物.右上角菜单,3,2
2020-12-11,null,TTemples.to,最近圣殿.跳转,3,2
2020-12-11,null,Award.to,年鉴.跳转,3,1
2020-12-11,null,Works.onOrderSelect,作品.排序选择,3,2
2020-12-11,null,Setting.clear,设置.清除缓存,3,3
2020-12-11,null,TIndex.bonusHoliday,小圣杯.节日福利,3,3
2020-12-11,null,Rakuen.topRightMenu,超展开.右上角菜单,3,2
2020-12-11,null,Zone.topRightMenu,空间.右上角菜单,3,3
2020-12-11,null,Topic.showFixedTextarea,帖子.显示评论框,3,1
2020-12-11,null,Group.next,小组.下一页,3,1
2020-12-11,null,Character.tabsChange,收藏的人物.标签页切换,3,1
2020-12-11,null,Timeline.say,时间胶囊.新吐槽,3,1
2020-12-11,null,Wenku.to,文库.跳转,4,3
2020-12-11,null,Tag.toggleList,用户标签.切换布局,4,2
2020-12-11,null,TCharaAssets.onSelectGo,我的持仓.设置前往,4,1
2020-12-11,null,Rank.onMonthSelect,排行榜.月选择,4,2
2020-12-11,null,Assist.copy,辅助登陆.复制,4,3
2020-12-11,null,Mono.doCollect,人物.收藏人物,4,4
2020-12-11,null,TTopWeek.refresh,每周萌王.刷新,4,2
2020-12-11,null,Browser.onMonthSelect,索引.月选择,4,3
2020-12-11,null,Login.onSelect,登陆.切换域名,4,3
2020-12-11,null,Other.deeplink,其他.Linking,4,4
2020-12-11,null,LoginV1.onOtherPage,授权登陆.乱逛,4,2
2020-12-11,null,Subject.readNoval,条目.阅读轻小说,5,3
2020-12-11,null,TDeal.switchIsIce,交易.切换冰山,5,2
2020-12-11,null,Works.onFilterSelect,作品.职位选择,6,4
2020-12-11,null,Rakuen.onExtraSelect,超展开.项额外点击,6,1
2020-12-11,null,TICODeal.to,ICO交易.跳转,6,5
2020-12-11,null,RakuenSearch.to,帖子搜索.跳转,6,3
2020-12-11,null,CatalogDetail.sort,目录详情.排序,6,3
2020-12-11,null,TRich.to,番市首富.跳转,6,4
2020-12-11,null,Subject.doTranslate,条目.翻译简介,7,2
2020-12-11,null,TSearch.to,人物直达.跳转,7,4
2020-12-11,null,Subject.toggleReverseEps,条目.章节倒序,7,3
2020-12-11,null,Topic.doReply,帖子.回复,7,5
2020-12-11,null,TCharaAssets.doBatchAsk,我的持仓.批量挂单,7,6
2020-12-11,null,RakuenSearch.deleteHistory,帖子搜索.删除历史,7,1
2020-12-11,null,TICODeal.imageView,ICO交易.封面图查看,7,1
2020-12-11,null,Subject.doEraseCollection,条目.删除收藏,8,5
2020-12-11,null,Subject.doUpdateBookEp,条目.更新书籍章节,8,5
2020-12-11,null,Comic.searchEps,漫画.搜索章节,8,4
2020-12-11,null,Setting.logout,设置.退出登陆,8,6
2020-12-11,null,Comic.searchImages,漫画.搜索图片,8,4
2020-12-11,null,Search.onLegacySelect,搜索.切换细分类型,8,6
2020-12-11,null,Zone.toggleSection,空间.展开分组,8,3
2020-12-11,null,RakuenSearch.doSearch,帖子搜索.搜索,8,3
2020-12-11,null,Rank.onTypeSelect,排行榜.类型选择,8,7
2020-12-11,null,Rating.tabsChange,用户评分.标签页切换,9,3
2020-12-11,null,TDeal.doCancelAll,交易.一键取消挂单,9,4
2020-12-11,null,Rank.toggleList,排行榜.切换布局,9,5
2020-12-11,null,Timeline.onSelectScope,时间胶囊.切换类型,10,5
2020-12-11,null,Blog.scrollTo,日志.楼层跳转,10,3
2020-12-11,null,TCharaAssets.topRightMenu,我的持仓.右上角菜单,10,8
2020-12-11,null,TBid.onSortPress,我的委托.排序,10,1
2020-12-11,null,Notify.to,电波提醒.跳转,10,6
2020-12-11,null,Rank.onFilterSelect,排行榜.筛选选择,11,6
2020-12-11,null,TSearch.doSearch,人物直达.搜索,11,5
2020-12-11,null,Other.theme,其他.切换主题,11,5
2020-12-11,null,TTree.onCaculateTypeSelect,资产分析.选择计算类型,11,2
2020-12-11,null,TTree.refresh,资产分析.刷新,11,2
2020-12-11,null,Home.doUpdateNext,首页.更新书籍下一个章节,11,4
2020-12-11,null,Setting.switch,设置.切换,12,7
2020-12-11,null,User.onFilterSelect,我的.筛选选择,13,6
2020-12-11,null,Notify.clear,电波提醒.清除,13,12
2020-12-11,null,TDeal.showTime,交易.显示时间,13,6
2020-12-11,null,Anime.scrollToTop,Anime.到顶,13,3
2020-12-11,null,TBid.tabsChange,我的委托.标签页切换,13,4
2020-12-11,null,LoginV1.onLogin,授权登陆.登陆,13,7
2020-12-11,null,TTopWeek.to,每周萌王.跳转,14,7
2020-12-11,null,Comic.init,漫画.初始化,14,7
2020-12-11,null,TICO.tabsChange,ICO.标签页切换,14,5
2020-12-11,null,Calendar.to,每日放送.跳转,15,8
2020-12-11,null,Tags.tabsChange,标签索引.标签页切换,15,3
2020-12-11,null,TRich.tabsChange,番市首富.标签页切换,15,5
2020-12-11,null,Wenku.onSelect,文库.选择,17,2
2020-12-11,null,Search.deleteHistory,搜索.删除历史,19,7
2020-12-11,null,TIndex.authFail,小圣杯.授权失败,19,8
2020-12-11,null,TSacrifice.templeView,资产重组.圣殿图查看,19,2
2020-12-11,null,TLogs.tabsChange,资金日志.标签页切换,20,2
2020-12-11,null,UserTimeline.mosaicTilePress,时间线.点击瓷砖,20,1
2020-12-11,null,User.onOrderSelect,我的.排序选择,21,7
2020-12-11,null,TSacrifice.toggleExpand,资产重组.展开收起圣殿,21,5
2020-12-11,null,TIndex.bonusDaily,小圣杯.每日签到,22,13
2020-12-11,null,Setting.to,设置.跳转,23,13
2020-12-11,null,User.toggleList,我的.布局选择,23,9
2020-12-11,null,Tags.to,标签索引.跳转,23,6
2020-12-11,null,TCharaAssets.onSortPress,我的持仓.排序,23,7
2020-12-11,null,Login.onTour,登陆.游客访问,24,17
2020-12-11,null,Rank.prev,排行榜.上一页,25,6
2020-12-11,null,TIndex.authSuccess,小圣杯.授权成功,25,19
2020-12-11,null,Friends.to,好友.跳转,25,2
2020-12-11,null,User.onSelectSubjectType,我的.类型选择,27,11
2020-12-11,null,Subject.doUpdateSubjectEp,条目.输入框更新章节,27,9
2020-12-11,null,TAdvanceAsk.to,卖一推荐.跳转,28,7
2020-12-11,null,TICODeal.doSubmit,ICO交易.注资,28,5
2020-12-11,null,Login.onError,登陆.错误,28,17
2020-12-11,null,Browser.to,索引.跳转,29,9
2020-12-11,null,Timeline.tabsChange,时间胶囊.标签页切换,29,9
2020-12-11,null,Search.onSelect,搜索.切换类型,29,16
2020-12-11,null,Subject.imageView,条目.封面图查看,35,17
2020-12-11,null,Tag.onOrderSelect,用户标签.排序选择,35,12
2020-12-11,null,TSacrifice.to,资产重组.跳转,35,9
2020-12-11,null,TAdvance.to,高级分析.跳转,36,11
2020-12-11,null,Characters.to,更多角色.跳转,36,9
2020-12-11,null,Rank.onAirdateSelect,排行榜.年选择,38,7
2020-12-11,null,Group.to,小组.跳转,39,8
2020-12-11,null,Login.to,登陆.跳转,40,16
2020-12-11,null,Rakuen.tabsChange,超展开.标签页切换,41,12
2020-12-11,null,Search.selectHistory,搜索.选择历史,41,27
2020-12-11,null,TIndex.test,小圣杯.预测股息,42,13
2020-12-11,null,Works.to,作品.跳转,45,10
2020-12-11,null,Home.itemToggleExpand,首页.展开或收起条目,46,14
2020-12-11,null,Subject.searchEp,条目.搜索源,50,15
2020-12-11,null,Topic.scrollTo,帖子.楼层跳转,50,8
2020-12-11,null,TDeal.doCancel,交易.取消挂单,51,11
2020-12-11,null,Login.onSuccess,登陆.成功,54,50
2020-12-11,null,TICO.to,ICO.跳转,54,9
2020-12-11,null,Anime.onSelect,Anime.选择,54,9
2020-12-11,null,Home.doWatchedNextEp,首页.观看下一章节,58,19
2020-12-11,null,Mono.to,人物.跳转,64,26
2020-12-11,null,TSacrifice.doSacrifice,资产重组.资产重组,65,12
2020-12-11,null,TLogs.to,资金日志.跳转,66,11
2020-12-11,null,Timeline.to,时间胶囊.跳转,67,14
2020-12-11,null,Home.doEpsSelect,首页.章节菜单操作,69,18
2020-12-11,null,TSacrifice.changeAmountByMenu,资产重组.菜单改变竞拍数量,72,8
2020-12-11,null,Topic.to,帖子.跳转,73,17
2020-12-11,null,Subject.changeText,条目.书籍章节输入框改变,75,7
2020-12-11,null,TAdvanceAuction.to,拍卖推荐.跳转,77,3
2020-12-11,null,Zone.to,空间.跳转,77,13
2020-12-11,null,Login.onLogin,登陆.登陆,82,54
2020-12-11,null,TOverview.to,热门榜单.跳转,83,4
2020-12-11,null,Zone.tabsChange,空间.标签页切换,83,13
2020-12-11,null,TItems.use,我的道具.使用,86,19
2020-12-11,null,TValhall.to,英灵殿.跳转,87,5
2020-12-11,null,TSacrifice.doAuction,资产重组.竞拍,88,12
2020-12-11,null,TDeal.toggleType,交易.切换买卖类型,99,15
2020-12-11,null,Home.tabsChange,首页.标签页切换,102,33
2020-12-11,null,Rank.next,排行榜.下一页,114,15
2020-12-11,null,User.to,我的.跳转,126,34
2020-12-11,null,Anime.to,Anime.跳转,129,11
2020-12-11,null,Home.selectGirdSubject,首页.格子布局条目选择,130,4
2020-12-11,null,TCharaAssets.tabsChange,我的持仓.标签页切换,132,14
2020-12-11,null,Rank.to,排行榜.跳转,139,21
2020-12-11,null,TIndex.lottery,小圣杯.刮刮乐,146,30
2020-12-11,null,Subject.doEpsSelect,条目.章节菜单操作,164,40
2020-12-11,null,TBid.to,我的委托.跳转,170,19
2020-12-11,null,TDeal.doSubmit,交易.挂单,190,25
2020-12-11,null,Rakuen.to,超展开.跳转,203,40
2020-12-11,null,Search.to,搜索.跳转,210,82
2020-12-11,null,TDeal.to,交易.跳转,226,28
2020-12-11,null,Search.doSearch,搜索.搜索,311,84
2020-12-11,null,Discovery.to,发现.跳转,314,93
2020-12-11,null,User.tabsChange,我的.标签页切换,315,48
2020-12-11,null,TCharaAssets.to,我的持仓.跳转,323,21
2020-12-11,null,Tag.to,用户标签.跳转,346,21
2020-12-11,null,Home.to,首页.跳转,455,134
2020-12-11,null,Subject.doUpdateCollection,条目.管理收藏,460,57
2020-12-11,null,TIndex.to,小圣杯.跳转,518,47
2020-12-11,null,Subject.showManageModel,条目.显示收藏管理,537,62
2020-12-11,null,Subject.to,条目.跳转,603,102
2020-12-11,null,Other.start,其他.启动,655,233
2020-12-11,null,Subject.view,条目.查看,1702,160
2020-12-11,null,Other.view,其他.查看,6499,238
2020-12-12,null,LoginV1.onSuccess,授权登陆.成功,1,1
2020-12-12,null,Search.topRightMenu,搜索.右上角菜单,1,1
2020-12-12,null,DiscoveryBlog.tabsChange,全站日志.标签页切换,1,1
2020-12-12,null,Assist.copy,辅助登陆.复制,1,1
2020-12-12,null,RakuenSetting.switch,超展开设置.切换,1,1
2020-12-12,null,TOverview.onSortPress,热门榜单.排序,1,1
2020-12-12,null,RakuenSearch.selectHistory,帖子搜索.选择历史,1,1
2020-12-12,null,Group.doBye,小组.退出,1,1
2020-12-12,null,Home.doUpdateCollection,首页.管理收藏,1,1
2020-12-12,null,Anitama.to,Anitama.跳转,1,1
2020-12-12,null,Assist.submit,辅助登陆.提交,1,1
2020-12-12,null,DiscoveryBlog.next,全站日志.下一页,1,1
2020-12-12,null,Anime.scrollToTop,Anime.到顶,1,1
2020-12-12,null,CatalogDetail.doCollect,目录详情.收藏,1,1
2020-12-12,null,ServerStatus.pingAll,网络探针.全部检测,1,1
2020-12-12,null,Friends.sort,好友.排序,1,1
2020-12-12,null,CatalogDetail.sort,目录详情.排序,1,1
2020-12-12,null,Catalog.next,目录.下一页,1,1
2020-12-12,null,Browser.onMonthSelect,索引.月选择,1,1
2020-12-12,null,ServerStatus.pingOne,网络探针.检测,1,1
2020-12-12,null,RakuenSetting.cancelBlock,超展开设置.取消关键字,1,1
2020-12-12,null,Topic.toggleFilterFriends,帖子.好友相关,1,1
2020-12-12,null,TBid.onBatchCancel,我的委托.一键取消,1,1
2020-12-12,null,UserTimeline.to,时间线.跳转,1,1
2020-12-12,null,TAdvanceBid.to,买一推荐.跳转,1,1
2020-12-12,null,CatalogDetail.topRightMenu,目录详情.右上角菜单,1,1
2020-12-12,null,Tag.onAirdateSelect,用户标签.年选择,2,2
2020-12-12,null,TValhall.onSortPress,英灵殿.排序,2,1
2020-12-12,null,PM.doReply,短信.回复短信,2,2
2020-12-12,null,Zone.used,空间.历史,2,1
2020-12-12,null,Catalog.toggleType,目录.切换类型,2,1
2020-12-12,null,Voices.onFilterSelect,角色.职位选择,2,1
2020-12-12,null,TNew.to,新番榜单.跳转,2,2
2020-12-12,null,Topic.toggleReverseComments,帖子.吐槽倒序,2,1
2020-12-12,null,Group.doJoin,小组.加入,2,1
2020-12-12,null,Mono.topRightMenu,人物.右上角菜单,2,2
2020-12-12,null,TOverview.onFilter,热门榜单.筛选,2,1
2020-12-12,null,RakuenHistory.to,本地帖子.跳转,2,1
2020-12-12,null,RakuenSearch.to,帖子搜索.跳转,2,1
2020-12-12,null,Topic.doTranslate,帖子.翻译内容,2,1
2020-12-12,null,Comic.onSearch,漫画.搜索,2,1
2020-12-12,null,Mine.to,我的小组.跳转,2,2
2020-12-12,null,Browser.onAirdateSelect,索引.年选择,2,2
2020-12-12,null,Catalog.to,目录.跳转,2,2
2020-12-12,null,Zone.connect,空间.添加好友,2,1
2020-12-12,null,LoginV1.onOtherPage,授权登陆.乱逛,2,2
